	-0.072  0.144 -0.024
	-0.048 -0.024  0.144

     0.145    -0.0726    -0.0483
   -0.0726      0.146    -0.0244
   -0.0483    -0.0244      0.146

   0.138    -0.0692    -0.0462
   -0.0692      0.138    -0.0231
   -0.0462    -0.0231      0.138

      0.14    -0.0698    -0.0471
   -0.0698       0.14     -0.023
   -0.0471     -0.023       0.14
   
    0.133    -0.0667    -0.0444
   -0.0667      0.133    -0.0222
   -0.0444    -0.0222      0.133

     0.135    -0.0673    -0.0453
   -0.0673      0.135    -0.0221
   -0.0453    -0.0221      0.135
   
   0.129    -0.0643    -0.0429
   -0.0643      0.129    -0.0214
   -0.0429    -0.0214      0.129

      0.13    -0.0647    -0.0431
   -0.0647       0.13    -0.0219
   -0.0431    -0.0219       0.13   
   
   0.124    -0.0621    -0.0414
   -0.0621      0.124    -0.0207
   -0.0414    -0.0207      0.124

     0.126    -0.0629    -0.0418
   -0.0629      0.126     -0.021
   -0.0418     -0.021      0.126
   
	0.12 -0.06 -0.04
	-0.06  0.12 -0.02
	-0.04 -0.02  0.12

     0.122    -0.0606    -0.0404
   -0.0606      0.121    -0.0203
   -0.0404    -0.0203      0.122   
   
    0.116    -0.0581    -0.0387
   -0.0581      0.116    -0.0194
   -0.0387    -0.0194      0.116

     0.117    -0.0586    -0.0391
   -0.0586      0.117    -0.0195
   -0.0391    -0.0195      0.117   
   
	0.112  -0.0562  -0.0375
	-0.0562    0.112  -0.0187
	-0.0375  -0.0187    0.112

     0.113    -0.0568    -0.0378
   -0.0568      0.114    -0.0188
   -0.0378    -0.0188      0.114   
   
     0.109    -0.0545    -0.0364
   -0.0545      0.109    -0.0182
   -0.0364    -0.0182      0.109

      0.11     -0.055    -0.0368
    -0.055       0.11    -0.0182
   -0.0368    -0.0182       0.11
   
   0.106    -0.0529    -0.0353
   -0.0529      0.106    -0.0176
   -0.0353    -0.0176      0.106

     0.107    -0.0535    -0.0356
   -0.0535      0.107    -0.0175
   -0.0356    -0.0175      0.106   
   
     0.103    -0.0514    -0.0343
   -0.0514      0.103    -0.0171
   -0.0343    -0.0171      0.103

     0.104    -0.0517    -0.0345
   -0.0517      0.104    -0.0174
   -0.0345    -0.0174      0.104
